name,location,total_price,Nbr_of_nights,Nbr_of_persons,room_type,beds,rating,rating_title,number_of_ratings,distance_from_centre,start_date,end_date,breakfast_inclusion,free_cancellation,url
Modern and bright flat in Central Lille close to Euralille - Welkeys,Fives, 3467,30,2,Apartment,"2 beds(1 single, 1 double)",,,,1.4 km,Friday 1 October 2021,Sunday 31 October 2021,Not Included,FREE cancellation,https://www.booking.com/hotel/fr/modern-and-bright-flat-in-central-lille-close-to-euralille-welkeys.en-gb.html?aid=356980&sid=dd583dc4c2ebea48ed2dd7a8941262c0&all_sr_blocks=547993902_265507316_3_0_0&checkin=2021-10-01&checkout=2021-10-31&dest_id=-1447079&dest_type=city&group_adults=2&group_children=0&hapos=173&highlighted_blocks=547993902_265507316_3_0_0&hpos=23&no_rooms=1&sr_order=price&sr_pri_blocks=547993902_265507316_3_0_0__346679&srepoch=1605067444&srpvid=d8561c99160f0005&ucfs=1&from=searchresultshighlight_room=#hotelTmpl
Place aux Oignons Vieux Lille 4 personnes,Vieux Lille, 3470,30,2,Apartment with Terrace,"2 beds(1 double, 1 sofa bed)",9.1,Superb,70 reviews,500 m,Friday 1 October 2021,Sunday 31 October 2021,Not Included,FREE cancellation,https://www.booking.com/hotel/fr/place-aux-oignons-vieux-lille-4-personnes.en-gb.html?aid=356980&sid=dd583dc4c2ebea48ed2dd7a8941262c0&all_sr_blocks=276223601_174932013_2_0_0&checkin=2021-10-01&checkout=2021-10-31&dest_id=-1447079&dest_type=city&group_adults=2&group_children=0&hapos=174&highlighted_blocks=276223601_174932013_2_0_0&hpos=24&no_rooms=1&sr_order=price&sr_pri_blocks=276223601_174932013_2_0_0__347000&srepoch=1605067444&srpvid=d8561c99160f0005&ucfs=1&from=searchresultshighlight_room=#hotelTmpl
Lille Centre - Nice and cozy flat 4pers 2bdr 2bathrooms,Lille Centre, 3498,30,2,Apartment,2 double beds,,,,400 m,Friday 1 October 2021,Sunday 31 October 2021,Not Included,FREE cancellation,https://www.booking.com/hotel/fr/lille-grand-place-superbe-appart-2ch-2sdb.en-gb.html?aid=356980&sid=dd583dc4c2ebea48ed2dd7a8941262c0&all_sr_blocks=641808202_265477914_4_0_0&checkin=2021-10-01&checkout=2021-10-31&dest_id=-1447079&dest_type=city&group_adults=2&group_children=0&hapos=175&highlighted_blocks=641808202_265477914_4_0_0&hpos=25&no_rooms=1&sr_order=price&sr_pri_blocks=641808202_265477914_4_0_0__349812&srepoch=1605067444&srpvid=d8561c99160f0005&ucfs=1&from=searchresultshighlight_room=#hotelTmpl
A l'Origine,Fives, 3500,30,2,Superior Double Room,1 large double bed,8.1,Very good,340 reviews,2.1 km,Friday 1 October 2021,Sunday 31 October 2021,Breakfast included,FREE cancellation,https://www.booking.com/hotel/fr/a-l-origine.en-gb.html?aid=356980&sid=c95135ee3c6dc65168e8a19f07621463&all_sr_blocks=54732203_225292020_2_1_0&checkin=2021-10-01&checkout=2021-10-31&dest_id=-1447079&dest_type=city&group_adults=2&group_children=0&hapos=176&highlighted_blocks=54732203_225292020_2_1_0&hpos=1&no_rooms=1&sr_order=price&sr_pri_blocks=54732203_225292020_2_1_0__349999&srepoch=1605067448&srpvid=341c1c9b73db0080&ucfs=1&from=searchresultshighlight_room=#hotelTmpl
NOCNOC - Le jardin du prefet,Vauban, 3507,30,2,Apartment,"4 beds(1 single, 1 double, 2 sofa beds)",7.2,Good,33 reviews,1.2 km,Friday 1 October 2021,Sunday 31 October 2021,Breakfast included,FREE cancellation,https://www.booking.com/hotel/fr/le-jardin-du-prefet.en-gb.html?aid=356980&sid=c95135ee3c6dc65168e8a19f07621463&all_sr_blocks=339124001_279079693_0_0_0&checkin=2021-10-01&checkout=2021-10-31&dest_id=-1447079&dest_type=city&group_adults=2&group_children=0&hapos=177&highlighted_blocks=339124001_279079693_0_0_0&hpos=2&no_rooms=1&sr_order=price&sr_pri_blocks=339124001_279079693_0_0_0__350745&srepoch=1605067448&srpvid=341c1c9b73db0080&ucfs=1&from=searchresultshighlight_room=#hotelTmpl
APPARTEMENT CONFORT VIEUX-LILLE,Vieux Lille, 3510,30,2,Superior Apartment,"2 beds(1 sofa bed, 1 large double)",8.8,Fabulous,12 reviews,950 m,Friday 1 October 2021,Sunday 31 October 2021,Breakfast included,FREE cancellation,https://www.booking.com/hotel/fr/appartement-confort-vieux-lille.en-gb.html?aid=356980&sid=c95135ee3c6dc65168e8a19f07621463&all_sr_blocks=520895701_182136856_2_0_0&checkin=2021-10-01&checkout=2021-10-31&dest_id=-1447079&dest_type=city&group_adults=2&group_children=0&hapos=178&highlighted_blocks=520895701_182136856_2_0_0&hpos=3&no_rooms=1&sr_order=price&sr_pri_blocks=520895701_182136856_2_0_0__350999&srepoch=1605067448&srpvid=341c1c9b73db0080&ucfs=1&from=searchresultshighlight_room=#hotelTmpl
Spacious and cozy close to the historical Lille,Lille Centre, 3530,30,2,Apartment,2 double beds,9,Superb,6 reviews,550 m,Friday 1 October 2021,Sunday 31 October 2021,Breakfast included,FREE cancellation,https://www.booking.com/hotel/fr/spacious-and-cozy-close-to-the-historical-lille.en-gb.html?aid=356980&sid=c95135ee3c6dc65168e8a19f07621463&all_sr_blocks=458832802_265509584_4_0_0&checkin=2021-10-01&checkout=2021-10-31&dest_id=-1447079&dest_type=city&group_adults=2&group_children=0&hapos=179&highlighted_blocks=458832802_265509584_4_0_0&hpos=4&no_rooms=1&sr_order=price&sr_pri_blocks=458832802_265509584_4_0_0__353005&srepoch=1605067448&srpvid=341c1c9b73db0080&ucfs=1&from=searchresultshighlight_room=#hotelTmpl
Maison Victor Hugo,Moulins, 3570,30,2,Double Room with Balcony,1 large double bed,9.2,Superb,13 reviews,1.7 km,Friday 1 October 2021,Sunday 31 October 2021,Breakfast included,FREE cancellation,https://www.booking.com/hotel/fr/maison-victor-hugo-lille.en-gb.html?aid=356980&sid=c95135ee3c6dc65168e8a19f07621463&all_sr_blocks=235559901_142389230_0_2_0&checkin=2021-10-01&checkout=2021-10-31&dest_id=-1447079&dest_type=city&group_adults=2&group_children=0&hapos=180&highlighted_blocks=235559901_142389230_0_2_0&hpos=5&no_rooms=1&sr_order=price&sr_pri_blocks=235559901_142389230_0_2_0__357000&srepoch=1605067448&srpvid=341c1c9b73db0080&ucfs=1&from=searchresultshighlight_room=#hotelTmpl
Hotel De La Treille,Vieux Lille, 3575,30,2,Double Room,1 double bed,8.4,Very good,819 reviews,450 m,Friday 1 October 2021,Sunday 31 October 2021,Breakfast included,FREE cancellation,https://www.booking.com/hotel/fr/hoteldelatreillelille.en-gb.html?aid=356980&sid=c95135ee3c6dc65168e8a19f07621463&all_sr_blocks=5134015_88918607_0_2_0&checkin=2021-10-01&checkout=2021-10-31&dest_id=-1447079&dest_type=city&group_adults=2&group_children=0&hapos=181&highlighted_blocks=5134015_88918607_0_2_0&hpos=6&no_rooms=1&sr_order=price&sr_pri_blocks=5134015_88918607_0_2_0__357480&srepoch=1605067448&srpvid=341c1c9b73db0080&ucfs=1&from=searchresultshighlight_room=#hotelTmpl
Charming studio close to train stations near Old Lille Welkeys,Lille Centre, 3821,30,2,Studio,"3 beds(1 sofa bed, 2 large doubles)",5,Review score,3 reviews,500 m,Friday 1 October 2021,Sunday 31 October 2021,Breakfast included,FREE cancellation,https://www.booking.com/hotel/fr/charming-studio-close-to-train-stations-near-old-lille-welkeys.en-gb.html?aid=356980&sid=c95135ee3c6dc65168e8a19f07621463&all_sr_blocks=654160202_267047177_6_0_0&checkin=2021-10-01&checkout=2021-10-31&dest_id=-1447079&dest_type=city&group_adults=2&group_children=0&hapos=182&highlighted_blocks=654160202_267047177_6_0_0&hpos=7&no_rooms=1&sr_order=price&sr_pri_blocks=654160202_267047177_6_0_0__382069&srepoch=1605067448&srpvid=341c1c9b73db0080&ucfs=1&from=searchresultshighlight_room=#hotelTmpl
La Cour Soubespin,Vieux Lille, 3900,30,2,Holiday Home,1 large double bed,9,Superb,108 reviews,700 m,Friday 1 October 2021,Sunday 31 October 2021,Breakfast included,FREE cancellation,https://www.booking.com/hotel/fr/la-cour-soubesoin.en-gb.html?aid=356980&sid=c95135ee3c6dc65168e8a19f07621463&all_sr_blocks=70516002_265968019_2_0_0&checkin=2021-10-01&checkout=2021-10-31&dest_id=-1447079&dest_type=city&group_adults=2&group_children=0&hapos=183&highlighted_blocks=70516002_265968019_2_0_0&hpos=8&no_rooms=1&sr_order=price&sr_pri_blocks=70516002_265968019_2_0_0__389999&srepoch=1605067448&srpvid=341c1c9b73db0080&ucfs=1&from=searchresultshighlight_room=#hotelTmpl
Modern and bright flat with balcony in Vauban district in Lille - Welkeys,Wazemmes, 3982,30,2,Apartment,2 double beds,,,,2 km,Friday 1 October 2021,Sunday 31 October 2021,Breakfast included,FREE cancellation,https://www.booking.com/hotel/fr/modern-and-bright-flat-with-balcony-in-vauban-district-in-lille-welkeys.en-gb.html?aid=356980&sid=c95135ee3c6dc65168e8a19f07621463&all_sr_blocks=609725102_265503482_4_0_0&checkin=2021-10-01&checkout=2021-10-31&dest_id=-1447079&dest_type=city&group_adults=2&group_children=0&hapos=184&highlighted_blocks=609725102_265503482_4_0_0&hpos=9&no_rooms=1&sr_order=price&sr_pri_blocks=609725102_265503482_4_0_0__398228&srepoch=1605067448&srpvid=341c1c9b73db0080&ucfs=1&from=searchresultshighlight_room=#hotelTmpl
Charming flat at the heart of Old Lille close to stations - Welkeys,Vieux Lille, 4019,30,2,Apartment,"3 beds(2 singles, 1 extra-large double)",9.2,Superb,4 reviews,550 m,Friday 1 October 2021,Sunday 31 October 2021,Breakfast included,FREE cancellation,https://www.booking.com/hotel/fr/charming-flat-at-the-heart-of-old-lille-close-to-stations-welkeys.en-gb.html?aid=356980&sid=c95135ee3c6dc65168e8a19f07621463&all_sr_blocks=596704702_265506245_4_0_0&checkin=2021-10-01&checkout=2021-10-31&dest_id=-1447079&dest_type=city&group_adults=2&group_children=0&hapos=185&highlighted_blocks=596704702_265506245_4_0_0&hpos=10&no_rooms=1&sr_order=price&sr_pri_blocks=596704702_265506245_4_0_0__401868&srepoch=1605067448&srpvid=341c1c9b73db0080&ucfs=1&from=searchresultshighlight_room=#hotelTmpl
Coeur de Lille - cosy appartement 4,Lille Centre, 4040,30,2,Two-Bedroom Apartment,"3 beds(2 doubles, 1 sofa bed)",8.3,Very good,20 reviews,300 m,Friday 1 October 2021,Sunday 31 October 2021,Breakfast included,FREE cancellation,https://www.booking.com/hotel/fr/hypercentre-47-200m-de-grand-place-cosy-appartement-2.en-gb.html?aid=356980&sid=c95135ee3c6dc65168e8a19f07621463&all_sr_blocks=431395501_207457309_4_0_0&checkin=2021-10-01&checkout=2021-10-31&dest_id=-1447079&dest_type=city&group_adults=2&group_children=0&hapos=186&highlighted_blocks=431395501_207457309_4_0_0&hpos=11&no_rooms=1&sr_order=price&sr_pri_blocks=431395501_207457309_4_0_0__404009&srepoch=1605067448&srpvid=341c1c9b73db0080&ucfs=1&from=searchresultshighlight_room=#hotelTmpl
Coeur de Lille - cosy appartement 5,Lille Centre, 4040,30,2,Apartment,"3 beds(1 sofa bed, 2 large doubles)",8.6,Fabulous,14 reviews,300 m,Friday 1 October 2021,Sunday 31 October 2021,Breakfast included,FREE cancellation,https://www.booking.com/hotel/fr/78b-rue-de-l-39-hopital-militaire.en-gb.html?aid=356980&sid=c95135ee3c6dc65168e8a19f07621463&all_sr_blocks=431393201_207457560_4_0_0&checkin=2021-10-01&checkout=2021-10-31&dest_id=-1447079&dest_type=city&group_adults=2&group_children=0&hapos=187&highlighted_blocks=431393201_207457560_4_0_0&hpos=12&no_rooms=1&sr_order=price&sr_pri_blocks=431393201_207457560_4_0_0__404009&srepoch=1605067448&srpvid=341c1c9b73db0080&ucfs=1&from=searchresultshighlight_room=#hotelTmpl
La Bourgogne en Ville,Lille Centre, 4050,30,2,Double Room with Private Bathroom,1 double bed,8.4,Very good,77 reviews,850 m,Friday 1 October 2021,Sunday 31 October 2021,Breakfast included,FREE cancellation,https://www.booking.com/hotel/fr/la-bourgogne-en-ville.en-gb.html?aid=356980&sid=c95135ee3c6dc65168e8a19f07621463&all_sr_blocks=284727803_109103419_0_1_0&checkin=2021-10-01&checkout=2021-10-31&dest_id=-1447079&dest_type=city&group_adults=2&group_children=0&hapos=188&highlighted_blocks=284727803_109103419_0_1_0&hpos=13&no_rooms=1&sr_order=price&sr_pri_blocks=284727803_109103419_0_1_0__405000&srepoch=1605067448&srpvid=341c1c9b73db0080&ucfs=1&from=searchresultshighlight_room=#hotelTmpl
Le Clos des Archers LILLE,Fives, 4200,30,2,One-Bedroom Apartment,"2 beds(1 double, 1 sofa bed)",,,,2.5 km,Friday 1 October 2021,Sunday 31 October 2021,Breakfast included,FREE cancellation,https://www.booking.com/hotel/fr/le-clos-des-archers-lille.en-gb.html?aid=356980&sid=c95135ee3c6dc65168e8a19f07621463&all_sr_blocks=620777601_265583538_2_0_0&checkin=2021-10-01&checkout=2021-10-31&dest_id=-1447079&dest_type=city&group_adults=2&group_children=0&hapos=189&highlighted_blocks=620777601_265583538_2_0_0&hpos=14&no_rooms=1&sr_order=price&sr_pri_blocks=620777601_265583538_2_0_0__420000&srepoch=1605067448&srpvid=341c1c9b73db0080&ucfs=1&from=searchresultshighlight_room=#hotelTmpl
ibis Styles Lille Centre Grand Place,Lille Centre, 4260,30,2,Standard Double Room,1 double bed,8.3,Very good,"1,028 reviews",250 m,Friday 1 October 2021,Sunday 31 October 2021,Breakfast included,FREE cancellation,https://www.booking.com/hotel/fr/ibis-styles-lille-grand-place.en-gb.html?aid=356980&sid=c95135ee3c6dc65168e8a19f07621463&all_sr_blocks=5060520_246027892_2_1_0&checkin=2021-10-01&checkout=2021-10-31&dest_id=-1447079&dest_type=city&group_adults=2&group_children=0&hapos=190&highlighted_blocks=5060520_246027892_2_1_0&hpos=15&no_rooms=1&sr_order=price&sr_pri_blocks=5060520_246027892_2_1_0__426000&srepoch=1605067448&srpvid=341c1c9b73db0080&ucfs=1&from=searchresultshighlight_room=#hotelTmpl
T4 Lille,Lille Centre, 4350,30,2,Three-Bedroom Apartment,"3 beds(1 single, 2 doubles)",7.8,Good,8 reviews,1.4 km,Friday 1 October 2021,Sunday 31 October 2021,Breakfast included,FREE cancellation,https://www.booking.com/hotel/fr/t4-lille.en-gb.html?aid=356980&sid=c95135ee3c6dc65168e8a19f07621463&all_sr_blocks=403345401_212319519_5_0_0&checkin=2021-10-01&checkout=2021-10-31&dest_id=-1447079&dest_type=city&group_adults=2&group_children=0&hapos=191&highlighted_blocks=403345401_212319519_5_0_0&hpos=16&no_rooms=1&sr_order=price&sr_pri_blocks=403345401_212319519_5_0_0__435000&srepoch=1605067448&srpvid=341c1c9b73db0080&ucfs=1&from=searchresultshighlight_room=#hotelTmpl
Charming and cosy house with terrace and garden in Lille-Sud - Welkeys,Lille Sud, 4466,30,2,Holiday Home,"3 beds(1 double, 1 extra-large double, 1 sofa bed)",8.3,Very good,4 reviews,2.8 km,Friday 1 October 2021,Sunday 31 October 2021,Breakfast included,FREE cancellation,https://www.booking.com/hotel/fr/charming-and-cosy-house-with-terrace-and-garden-in-lille-sud-welkeys.en-gb.html?aid=356980&sid=c95135ee3c6dc65168e8a19f07621463&all_sr_blocks=630899202_265504917_5_0_0&checkin=2021-10-01&checkout=2021-10-31&dest_id=-1447079&dest_type=city&group_adults=2&group_children=0&hapos=192&highlighted_blocks=630899202_265504917_5_0_0&hpos=17&no_rooms=1&sr_order=price&sr_pri_blocks=630899202_265504917_5_0_0__446597&srepoch=1605067448&srpvid=341c1c9b73db0080&ucfs=1&from=searchresultshighlight_room=#hotelTmpl
Luxurious familial flat in central Lille close to Solferino - Welkeys,Wazemmes, 4671,30,2,Apartment,"3 beds(1 double, 2 sofa beds)",,,,1.1 km,Friday 1 October 2021,Sunday 31 October 2021,Breakfast included,FREE cancellation,https://www.booking.com/hotel/fr/luxurious-familial-flat-in-central-lille-close-to-solferino-welkeys.en-gb.html?aid=356980&sid=c95135ee3c6dc65168e8a19f07621463&all_sr_blocks=619358902_265508303_6_0_0&checkin=2021-10-01&checkout=2021-10-31&dest_id=-1447079&dest_type=city&group_adults=2&group_children=0&hapos=193&highlighted_blocks=619358902_265508303_6_0_0&hpos=18&no_rooms=1&sr_order=price&sr_pri_blocks=619358902_265508303_6_0_0__467094&srepoch=1605067448&srpvid=341c1c9b73db0080&ucfs=1&from=searchresultshighlight_room=#hotelTmpl
Large and calm flat in La Madeleine at the doors of Lille - Welkeys,Lille, 4688,30,2,Apartment,3 large double beds,,,,1.2 km,Friday 1 October 2021,Sunday 31 October 2021,Breakfast included,FREE cancellation,https://www.booking.com/hotel/fr/large-and-calm-flat-in-la-madeleine-at-the-doors-of-lille-welkeys.en-gb.html?aid=356980&sid=c95135ee3c6dc65168e8a19f07621463&all_sr_blocks=644606702_265506893_6_0_0&checkin=2021-10-01&checkout=2021-10-31&dest_id=-1447079&dest_type=city&group_adults=2&group_children=0&hapos=194&highlighted_blocks=644606702_265506893_6_0_0&hpos=19&no_rooms=1&sr_order=price&sr_pri_blocks=644606702_265506893_6_0_0__468775&srepoch=1605067448&srpvid=341c1c9b73db0080&ucfs=1&from=searchresultshighlight_room=#hotelTmpl
Au 30,Lille Centre, 4750,30,2,Suite (no SPA),1 extra-large double bed,9.5,Exceptional,192 reviews,950 m,Friday 1 October 2021,Sunday 31 October 2021,Breakfast included,FREE cancellation,https://www.booking.com/hotel/fr/au-30.en-gb.html?aid=356980&sid=c95135ee3c6dc65168e8a19f07621463&all_sr_blocks=157523805_200515412_0_2_0&checkin=2021-10-01&checkout=2021-10-31&dest_id=-1447079&dest_type=city&group_adults=2&group_children=0&hapos=195&highlighted_blocks=157523805_200515412_0_2_0&hpos=20&no_rooms=1&sr_order=price&sr_pri_blocks=157523805_200515412_0_2_0__475000&srepoch=1605067448&srpvid=341c1c9b73db0080&ucfs=1&from=searchresultshighlight_room=#hotelTmpl
"L'Hermitage Gantois, Autograph Collection",Lille Centre, 4872,30,2,"Standard Queen, Guest room, 1 Queen","2 beds(1 extra-large double, 1 large double)",8.5,Very good,760 reviews,750 m,Friday 1 October 2021,Sunday 31 October 2021,Breakfast included,FREE cancellation,https://www.booking.com/hotel/fr/hermitagegantois.en-gb.html?aid=356980&sid=c95135ee3c6dc65168e8a19f07621463&all_sr_blocks=5134235_94272312_0_2_0&checkin=2021-10-01&checkout=2021-10-31&dest_id=-1447079&dest_type=city&group_adults=2&group_children=0&hapos=196&highlighted_blocks=5134235_94272312_0_2_0&hpos=21&no_rooms=1&sr_order=price&sr_pri_blocks=5134235_94272312_0_2_0__487200&srepoch=1605067448&srpvid=341c1c9b73db0080&ucfs=1&from=searchresultshighlight_room=#hotelTmpl
Appart'City Confort Lille - Euralille,Lille, 4920,30,2,Twin Studio New Generation,2 single beds,8.1,Very good,494 reviews,1.2 km,Friday 1 October 2021,Sunday 31 October 2021,Breakfast included,FREE cancellation,https://www.booking.com/hotel/fr/appart-city-cap-affaires-lille.en-gb.html?aid=356980&sid=c95135ee3c6dc65168e8a19f07621463&all_sr_blocks=22870320_88922115_0_1_0&checkin=2021-10-01&checkout=2021-10-31&dest_id=-1447079&dest_type=city&group_adults=2&group_children=0&hapos=197&highlighted_blocks=22870320_88922115_0_1_0&hpos=22&no_rooms=1&sr_order=price&sr_pri_blocks=22870320_88922115_0_1_0__491999&srepoch=1605067448&srpvid=341c1c9b73db0080&ucfs=1&from=searchresultshighlight_room=#hotelTmpl
Appartement 70m2 - plein centre,Lille Centre, 4999,30,2,Two-Bedroom Apartment,"3 beds(2 doubles, 1 sofa bed)",9.1,Superb,4 reviews,450 m,Friday 1 October 2021,Sunday 31 October 2021,Breakfast included,FREE cancellation,https://www.booking.com/hotel/fr/appartement-70m2-plein-centre.en-gb.html?aid=356980&sid=c95135ee3c6dc65168e8a19f07621463&all_sr_blocks=517204101_207456883_4_0_0&checkin=2021-10-01&checkout=2021-10-31&dest_id=-1447079&dest_type=city&group_adults=2&group_children=0&hapos=198&highlighted_blocks=517204101_207456883_4_0_0&hpos=23&no_rooms=1&sr_order=price&sr_pri_blocks=517204101_207456883_4_0_0__499899&srepoch=1605067448&srpvid=341c1c9b73db0080&ucfs=1&from=searchresultshighlight_room=#hotelTmpl
Charming house in OLD LILLE,Vieux Lille, 5063,30,2,Holiday Home,"3 beds(2 doubles, 1 bunk bed)",,,,900 m,Friday 1 October 2021,Sunday 31 October 2021,Breakfast included,FREE cancellation,https://www.booking.com/hotel/fr/charming-house-in-old-lille.en-gb.html?aid=356980&sid=c95135ee3c6dc65168e8a19f07621463&all_sr_blocks=625593602_270859877_6_0_0&checkin=2021-10-01&checkout=2021-10-31&dest_id=-1447079&dest_type=city&group_adults=2&group_children=0&hapos=199&highlighted_blocks=625593602_270859877_6_0_0&hpos=24&no_rooms=1&sr_order=price&sr_pri_blocks=625593602_270859877_6_0_0__506250&srepoch=1605067448&srpvid=341c1c9b73db0080&ucfs=1&from=searchresultshighlight_room=#hotelTmpl
Citadines City Centre Lille,Lille Centre, 5070,30,2,Studio,Beds: 1 double or 2 singles,8.3,Very good,"1,245 reviews",700 m,Friday 1 October 2021,Sunday 31 October 2021,Breakfast included,FREE cancellation,https://www.booking.com/hotel/fr/citadines-aparthotel-lille-centre.en-gb.html?aid=356980&sid=c95135ee3c6dc65168e8a19f07621463&all_sr_blocks=21857306_93945015_2_2_0&checkin=2021-10-01&checkout=2021-10-31&dest_id=-1447079&dest_type=city&group_adults=2&group_children=0&hapos=200&highlighted_blocks=21857306_93945015_2_2_0&hpos=25&no_rooms=1&sr_order=price&sr_pri_blocks=21857306_93945015_2_2_0__507000&srepoch=1605067448&srpvid=341c1c9b73db0080&ucfs=1&from=searchresultshighlight_room=#hotelTmpl
Grand Hôtel Lille,Lille Centre, 5220,30,2,Standard Double Room,1 double bed,8.3,Very good,"1,416 reviews",350 m,Friday 1 October 2021,Sunday 31 October 2021,Not Included,FREE cancellation,https://www.booking.com/hotel/fr/le-grand-hotel.en-gb.html?aid=356980&sid=b77ba9b08abfebd4d729024c30822677&all_sr_blocks=100425_91912842_0_2_0&checkin=2021-10-01&checkout=2021-10-31&dest_id=-1447079&dest_type=city&group_adults=2&group_children=0&hapos=201&highlighted_blocks=100425_91912842_0_2_0&hpos=1&no_rooms=1&sr_order=price&sr_pri_blocks=100425_91912842_0_2_0__522000&srepoch=1605067452&srpvid=a5bc1c9dcd930115&ucfs=1&from=searchresultshighlight_room=#hotelTmpl
LA CASA DEL SOL,Vieux Lille, 5244,30,2,Two-Bedroom Apartment,"4 beds(2 doubles, 2 sofa beds)",,,,550 m,Friday 1 October 2021,Sunday 31 October 2021,Not Included,FREE cancellation,https://www.booking.com/hotel/fr/la-casa-del-sol-lille.en-gb.html?aid=356980&sid=b77ba9b08abfebd4d729024c30822677&all_sr_blocks=667413801_273255906_8_0_0&checkin=2021-10-01&checkout=2021-10-31&dest_id=-1447079&dest_type=city&group_adults=2&group_children=0&hapos=202&highlighted_blocks=667413801_273255906_8_0_0&hpos=2&no_rooms=1&sr_order=price&sr_pri_blocks=667413801_273255906_8_0_0__524400&srepoch=1605067452&srpvid=a5bc1c9dcd930115&ucfs=1&from=searchresultshighlight_room=#hotelTmpl
Cosy appart 80m2 hyper centre/vieux Lille,Vieux Lille, 5246,30,2,Apartment,"3 beds(2 doubles, 1 sofa bed)",9,Superb,23 reviews,450 m,Friday 1 October 2021,Sunday 31 October 2021,Not Included,FREE cancellation,https://www.booking.com/hotel/fr/cosy-appart-80m2-hyper-centre-47-vieux-lille.en-gb.html?aid=356980&sid=b77ba9b08abfebd4d729024c30822677&all_sr_blocks=423599001_179440107_4_0_0&checkin=2021-10-01&checkout=2021-10-31&dest_id=-1447079&dest_type=city&group_adults=2&group_children=0&hapos=203&highlighted_blocks=423599001_179440107_4_0_0&hpos=3&no_rooms=1&sr_order=price&sr_pri_blocks=423599001_179440107_4_0_0__524610&srepoch=1605067452&srpvid=a5bc1c9dcd930115&ucfs=1&from=searchresultshighlight_room=#hotelTmpl
AU PRINTEMPS DE JADE by Cocoonr,Lille Centre, 5327,30,2,Three-Bedroom Apartment,"3 beds(1 single, 2 doubles)",9.1,Superb,5 reviews,250 m,Friday 1 October 2021,Sunday 31 October 2021,Not Included,FREE cancellation,https://www.booking.com/hotel/fr/au-printemps-de-jade.en-gb.html?aid=356980&sid=b77ba9b08abfebd4d729024c30822677&all_sr_blocks=486047401_159439856_2_0_0&checkin=2021-10-01&checkout=2021-10-31&dest_id=-1447079&dest_type=city&group_adults=2&group_children=0&hapos=204&highlighted_blocks=486047401_159439856_2_0_0&hpos=4&no_rooms=1&sr_order=price&sr_pri_blocks=486047401_159439856_2_0_0__532700&srepoch=1605067452&srpvid=a5bc1c9dcd930115&ucfs=1&from=searchresultshighlight_room=#hotelTmpl
Liberté,Lille Centre, 5400,30,2,Three-Bedroom Apartment,"4 beds(3 doubles, 1 sofa bed)",,,,800 m,Friday 1 October 2021,Sunday 31 October 2021,Not Included,FREE cancellation,https://www.booking.com/hotel/fr/liberte-lille.en-gb.html?aid=356980&sid=b77ba9b08abfebd4d729024c30822677&all_sr_blocks=654099701_266556266_8_0_0&checkin=2021-10-01&checkout=2021-10-31&dest_id=-1447079&dest_type=city&group_adults=2&group_children=0&hapos=205&highlighted_blocks=654099701_266556266_8_0_0&hpos=5&no_rooms=1&sr_order=price&sr_pri_blocks=654099701_266556266_8_0_0__540000&srepoch=1605067452&srpvid=a5bc1c9dcd930115&ucfs=1&from=searchresultshighlight_room=#hotelTmpl
Le Paris,Lille Centre, 5400,30,2,Three-Bedroom Apartment,"5 beds(1 single, 3 doubles, 1 sofa bed)",,,,500 m,Friday 1 October 2021,Sunday 31 October 2021,Not Included,FREE cancellation,https://www.booking.com/hotel/fr/le-paris-lille12345678.en-gb.html?aid=356980&sid=b77ba9b08abfebd4d729024c30822677&all_sr_blocks=667410001_278082828_9_0_0&checkin=2021-10-01&checkout=2021-10-31&dest_id=-1447079&dest_type=city&group_adults=2&group_children=0&hapos=206&highlighted_blocks=667410001_278082828_9_0_0&hpos=6&no_rooms=1&sr_order=price&sr_pri_blocks=667410001_278082828_9_0_0__540000&srepoch=1605067452&srpvid=a5bc1c9dcd930115&ucfs=1&from=searchresultshighlight_room=#hotelTmpl
Appart'Hôtel Coke,Vieux Lille, 5400,30,2,Two-Bedroom Apartment,"3 beds(2 doubles, 1 sofa bed)",8.6,Fabulous,135 reviews,400 m,Friday 1 October 2021,Sunday 31 October 2021,Not Included,FREE cancellation,https://www.booking.com/hotel/fr/coke.en-gb.html?aid=356980&sid=b77ba9b08abfebd4d729024c30822677&all_sr_blocks=185233105_91890160_0_0_0&checkin=2021-10-01&checkout=2021-10-31&dest_id=-1447079&dest_type=city&group_adults=2&group_children=0&hapos=207&highlighted_blocks=185233105_91890160_0_0_0&hpos=7&no_rooms=1&sr_order=price&sr_pri_blocks=185233105_91890160_0_0_0__540000&srepoch=1605067452&srpvid=a5bc1c9dcd930115&ucfs=1&from=searchresultshighlight_room=#hotelTmpl
